Функция;Потоки;Ksize;НД1;;НД2;;НД3;;НД4
Быстрая сортировка (параллельная) [Последовательная медианная фильтрация];1;3;1.04909;0;1.60757;0;1.74278;0;4.77888;0;
;;9;7.91232;0;13.5414;0;14.0254;0;37.5386;0;
;;12;13.8104;0;23.6444;0;24.682;0;65.4035;0;
Быстрая сортировка (параллельная) [Параллельная медианная фильтрация];2;3;1.04995;1;1.60812;1;1.7591;1;4.82721;1;
;;9;7.92042;1;13.541;1;14.0321;1;
