Функция;Потоки;Ksize;НД1;;НД2;;НД3;;НД4
Быстрая сортировка (параллельная) [Последовательная медианная фильтрация];1;9;7.87631;2.14721e-307;13.4601;5.12486e-308;14.8126;1.14174e-307;37.4332;2.52636e-309;
15;21.2693;7.95142e-308;36.4929;1.89026e-308;40.0038;4.22763e-308;100.788;9.38301e-310;
21;41.4477;4.08035e-308;
